"","mae","me","rmse","r2","ave","willmott"
"metrics_sph",0.026581062634865,3.49865547177165e-05,0.0331371599254209,0.731230493661011,0.72309031281835,0.709683035133087
"metrics_exp",0.026581062634865,3.49865547177165e-05,0.0331371599254209,0.731230493661011,0.72309031281835,0.709683035133087
"metrics_gau",0.026581062634865,3.49865547177165e-05,0.0331371599254209,0.731230493661011,0.72309031281835,0.709683035133087
